hrs_Studied,prev_score,sleep,sample_practiced,extra_Curr,Result,
1,95,8,8,No,69,
1,80,6,2,No,51,
3,73,9,6,Yes,52,
2,78,8,2,Yes,58,
2,80,4,5,Yes,55,
7,96,8,2,Yes,86,
2,83,6,0,Yes,62,
4,76,8,5,Yes,60,
2,40,9,2,No,15,
6,93,7,0,No,82,
8,54,8,4,Yes,52,
4,71,9,7,No,57,
5,47,8,7,Yes,34,
4,72,5,7,No,55,
3,57,7,2,Yes,39,
5,84,4,7,Yes,73,
9,68,9,3,No,64,
8,71,8,7,Yes,67,
8,72,7,2,No,67,
8,44,4,2,No,36,
8,57,7,0,Yes,52,
7,87,9,7,Yes,85,
8,97,5,7,Yes,91,
8,49,9,8,No,42,
8,75,9,5,No,74,
7,72,4,1,Yes,65,
1,62,4,0,Yes,36,
4,79,8,7,Yes,63,
4,44,6,9,Yes,29,
5,73,9,3,Yes,60,
6,63,4,6,Yes,50,
4,56,9,9,Yes,40,
2,70,9,3,No,48,
6,46,4,0,No,33,
8,56,5,7,Yes,51,
8,67,5,9,Yes,64,
7,77,9,8,No,70,
6,61,5,9,Yes,49,
2,54,9,8,No,33,
7,76,8,8,No,69,
5,54,4,3,Yes,41,
6,89,9,8,No,79,
8,89,5,3,No,81,
8,64,5,1,Yes,57,
3,92,7,9,Yes,73,
7,60,7,2,No,49,
1,94,5,1,Yes,64,
1,77,8,0,No,49,
7,41,6,5,No,31,
9,66,9,3,No,61,
7,88,7,6,No,81,
5,71,9,6,No,59,
8,60,7,9,No,54,
2,43,4,0,Yes,18,
9,83,4,8,Yes,80,
6,58,5,7,Yes,43,
9,41,4,9,Yes,39,
2,65,4,0,No,39,
3,73,6,7,No,51,
8,53,8,4,No,49,
1,54,5,0,No,27,
7,59,6,3,No,51,
7,73,5,6,Yes,64,
1,75,8,4,Yes,51,
9,58,5,2,Yes,56,
8,48,9,3,No,46,
4,46,9,1,No,28,
5,69,9,7,Yes,57,
2,52,4,1,No,28,
9,66,8,5,No,65,
6,83,6,6,Yes,71,
3,74,6,6,No,54,
7,52,7,0,Yes,44,
9,54,6,7,Yes,52,
3,85,9,8,Yes,71,
2,95,9,6,Yes,74,
7,48,7,7,No,38,
7,84,4,3,No,75,
4,62,6,7,No,43,
9,93,8,2,Yes,90,
8,75,7,0,No,69,
1,92,6,7,Yes,67,
1,79,4,5,No,52,
5,42,8,8,No,27,
6,73,8,2,Yes,63,
3,58,4,7,No,41,
9,67,6,8,Yes,67,
6,62,5,8,Yes,47,
4,79,6,6,No,61,
7,88,7,9,No,82,
8,84,7,2,No,75,
9,46,6,2,No,37,
6,80,9,1,Yes,68,
6,51,7,0,Yes,37,
8,53,5,1,No,49,
5,85,9,4,No,73,
3,54,5,0,No,32,
3,42,8,9,Yes,23,
6,54,7,3,No,43,
2,90,9,9,Yes,70,
6,63,6,9,No,53,
6,91,9,0,No,81,
8,85,8,9,Yes,84,
7,47,5,7,Yes,38,
8,44,8,4,No,40,
9,90,4,9,Yes,88,
6,43,7,3,Yes,32,
3,53,6,2,No,31,
3,55,5,8,Yes,35,
1,59,8,5,Yes,34,
5,63,6,0,No,49,
4,45,7,7,No,28,
9,94,6,9,Yes,91,
9,96,7,1,No,90,
5,70,7,8,Yes,55,
4,45,7,6,Yes,27,
7,74,8,2,Yes,67,
6,54,7,3,No,41,
4,68,6,2,Yes,53,
2,42,4,5,Yes,15,
1,50,6,8,Yes,26,
4,42,8,9,No,22,
4,67,7,8,No,48,
1,49,4,0,No,19,
6,89,8,9,Yes,78,
4,72,5,5,Yes,53,
1,87,5,0,No,61,
1,55,5,3,Yes,30,
1,98,4,6,Yes,70,
8,49,6,3,Yes,42,
8,72,4,8,Yes,67,
2,75,4,9,No,51,
7,42,4,4,No,35,
8,44,5,8,No,38,
8,51,9,0,Yes,44,
7,96,6,3,Yes,86,
5,83,9,6,No,68,
1,52,9,1,No,25,
9,63,4,8,No,59,
7,83,6,2,Yes,74,
2,96,9,3,No,73,
6,71,7,3,Yes,61,
2,55,4,7,No,32,
1,71,4,1,Yes,41,
7,84,4,4,Yes,72,
2,76,7,1,No,51,
2,95,7,5,Yes,72,
5,75,5,8,Yes,60,
5,60,8,8,No,46,
7,86,6,0,No,77,
1,51,8,3,No,23,
8,90,4,3,Yes,82,
3,60,9,0,Yes,37,
4,99,4,9,No,80,
9,90,9,1,No,87,
4,60,5,5,Yes,41,
5,82,8,9,No,67,
7,92,4,2,No,81,
4,45,8,8,Yes,30,
1,48,5,2,Yes,19,
9,40,8,2,No,39,
4,51,9,8,Yes,34,
9,97,6,2,Yes,93,
6,53,5,5,No,43,
1,45,8,5,No,21,
3,40,4,0,No,17,
2,61,7,6,Yes,40,
9,73,7,8,No,68,
1,95,5,8,Yes,74,
9,50,7,8,No,45,
9,42,6,1,Yes,38,
8,81,5,0,Yes,76,
8,45,4,5,No,38,
1,45,4,5,Yes,18,
8,59,5,3,No,54,
3,60,7,7,No,42,
7,41,7,4,Yes,31,
1,65,4,6,Yes,42,
1,70,6,8,Yes,44,
5,65,9,0,No,54,
5,95,7,8,No,83,
8,71,6,3,No,64,
7,49,7,6,No,38,
8,62,9,3,No,57,
6,97,5,3,No,83,
6,45,8,3,Yes,34,
2,62,4,5,No,39,
6,67,5,4,No,56,
5,88,7,1,No,76,
3,69,9,8,No,49,
6,53,4,5,Yes,41,
8,76,8,9,Yes,69,
9,94,8,5,Yes,93,
1,71,9,8,No,44,
3,88,9,0,No,73,
3,73,7,6,No,56,
8,80,4,2,Yes,70,
1,83,7,3,No,56,
5,90,8,0,No,77,
3,61,5,2,Yes,40,
2,70,5,6,Yes,47,
8,46,6,5,No,40,
3,80,8,0,Yes,62,
7,60,8,8,No,57,
1,55,7,3,No,26,
6,59,6,6,Yes,47,
3,82,9,3,No,59,
8,83,6,6,Yes,78,
6,86,4,4,Yes,77,
2,89,7,0,No,67,
6,58,9,3,Yes,49,
7,87,9,2,No,80,
5,71,5,5,No,54,
3,54,4,5,Yes,30,
4,44,6,0,Yes,29,
4,50,5,1,Yes,31,
6,54,8,1,No,42,
1,68,7,9,No,39,
4,89,6,3,No,70,
4,84,8,8,No,69,
1,43,9,1,No,18,
9,88,6,7,No,89,
4,75,5,0,No,56,
7,87,4,7,Yes,78,
3,62,5,2,No,44,
3,54,7,4,No,36,
8,85,7,0,Yes,76,
8,83,6,0,No,79,
1,42,5,5,No,12,
2,71,4,2,Yes,48,
8,49,9,7,No,46,
1,79,7,3,Yes,54,
8,77,4,5,No,69,
8,61,8,9,No,56,
2,53,6,8,Yes,26,
4,56,4,7,Yes,39,
6,60,6,3,No,48,
9,90,8,9,No,92,
8,87,4,7,Yes,81,
8,54,4,6,No,46,
7,97,9,4,Yes,89,
9,54,8,6,Yes,51,
2,40,5,6,Yes,16,
3,63,4,9,No,40,
8,94,9,1,No,90,
6,94,4,6,No,83,
9,51,9,2,Yes,46,
4,49,7,7,No,32,
8,85,5,7,Yes,82,
3,81,4,8,Yes,63,
3,81,8,3,No,59,
8,91,6,9,No,89,
5,70,8,2,Yes,55,
3,50,5,8,No,29,
1,93,7,8,Yes,68,
3,55,7,1,No,32,
9,48,7,5,Yes,44,
5,86,9,2,No,75,
2,53,8,4,Yes,33,
7,58,6,1,No,49,
2,70,6,3,Yes,47,
4,48,9,2,Yes,35,
7,75,4,1,Yes,67,
4,92,9,5,Yes,77,
7,78,6,2,Yes,65,
7,93,6,3,Yes,86,
1,65,4,5,No,40,
6,47,8,4,Yes,37,
9,63,8,3,Yes,57,
2,47,5,3,No,23,
3,58,8,1,No,42,
5,86,7,9,Yes,73,
9,87,7,3,No,88,
4,69,5,7,No,53,
1,97,6,4,Yes,72,
4,61,5,9,Yes,47,
6,94,4,9,No,81,
5,48,5,7,No,30,
1,97,5,5,No,68,
4,97,9,9,No,83,
6,83,7,4,No,73,
4,87,4,3,No,67,
9,43,9,9,Yes,45,
5,76,4,8,No,61,
8,47,5,9,Yes,43,
9,40,9,4,Yes,37,
5,67,9,9,No,54,
6,45,4,5,Yes,29,
1,86,4,6,No,59,
7,75,8,0,Yes,67,
4,92,4,8,No,73,
2,50,9,7,Yes,29,
5,44,6,4,No,29,
3,89,4,2,Yes,67,
6,63,7,4,No,51,
8,86,8,4,Yes,80,
7,57,7,8,Yes,48,
3,59,7,6,Yes,42,
8,67,6,1,No,57,
2,52,8,4,No,31,
9,44,5,8,No,38,
4,69,9,1,No,55,
1,40,9,7,No,16,
8,61,4,2,Yes,53,
7,57,9,3,No,51,
5,85,6,1,No,72,
5,44,9,8,Yes,33,
7,70,6,5,No,62,
5,45,5,8,No,30,
8,66,6,7,No,63,
6,95,5,8,No,84,
5,64,5,4,No,49,
9,68,5,5,No,66,
2,67,6,6,Yes,44,
1,55,5,4,No,30,
8,93,6,0,No,88,
3,92,8,8,No,79,
7,51,5,1,Yes,41,
8,59,6,6,Yes,55,
6,57,6,7,Yes,47,
9,73,6,7,Yes,72,
7,94,4,0,No,83,
5,92,4,9,Yes,79,
8,62,5,6,No,56,
2,84,9,8,No,65,
7,66,8,2,No,53,
4,88,9,7,Yes,73,
9,56,5,7,No,57,
1,87,7,8,Yes,66,
7,60,7,7,No,52,
6,89,8,4,Yes,80,
8,79,8,4,Yes,75,
5,70,8,2,No,57,
1,42,4,5,No,13,
1,56,4,9,No,28,
9,89,7,2,Yes,85,
6,97,8,1,Yes,86,
5,65,6,6,Yes,54,
1,62,9,9,No,36,
6,45,7,2,Yes,37,
6,67,8,3,No,57,
3,47,6,9,Yes,25,
8,94,8,7,Yes,89,
1,97,5,0,Yes,71,
1,84,6,8,No,56,
6,47,9,5,No,36,
1,58,5,1,No,28,
6,77,4,2,Yes,66,
1,68,7,4,Yes,41,
6,62,8,5,Yes,49,
3,86,7,8,Yes,71,
8,71,9,1,No,65,
6,49,8,4,Yes,37,
1,66,5,6,Yes,41,
5,88,6,6,No,74,
8,40,6,3,No,31,
3,78,8,2,No,57,
6,68,5,7,Yes,58,
5,98,8,1,No,82,
6,84,8,4,Yes,74,
1,42,8,9,No,21,
7,90,6,4,Yes,81,
9,86,9,0,Yes,87,
2,76,8,6,Yes,53,
5,70,6,3,Yes,56,
4,50,4,9,Yes,35,
6,61,5,1,Yes,47,
6,57,4,7,No,48,
2,74,8,3,Yes,52,
2,45,6,0,Yes,19,
4,42,5,7,Yes,27,
1,44,7,6,Yes,22,
9,48,5,2,No,41,
7,67,5,2,Yes,58,
7,58,8,6,Yes,49,
3,67,4,1,No,43,
3,66,4,4,Yes,43,
1,52,7,6,No,27,
3,77,8,5,Yes,61,
3,82,5,9,Yes,63,
4,92,9,6,No,77,
4,60,4,1,No,39,
3,66,4,6,No,45,
8,85,6,1,Yes,77,
8,45,5,6,No,34,
1,77,8,7,No,51,
7,88,4,9,Yes,82,
2,50,8,7,Yes,23,
1,86,5,4,Yes,62,
3,80,5,6,No,60,
4,92,4,7,Yes,75,
6,56,7,3,No,43,
5,95,8,1,No,82,
4,78,8,6,No,65,
8,46,6,0,No,39,
4,69,5,1,Yes,50,
2,60,5,9,Yes,43,
3,40,4,6,No,19,
6,64,4,9,No,49,
8,71,4,0,Yes,64,
8,98,6,6,Yes,92,
9,96,7,4,No,93,
7,47,4,2,No,39,
2,44,4,1,No,20,
8,69,9,6,No,61,
7,90,4,8,No,77,
8,47,6,8,Yes,42,
3,88,8,9,No,72,
7,58,7,9,Yes,46,
9,83,8,7,No,83,
3,98,9,1,Yes,84,
6,94,5,0,No,83,
2,69,5,7,Yes,45,
2,54,4,1,Yes,31,
5,75,9,3,No,62,
5,94,8,3,No,84,
7,83,6,1,Yes,76,
2,66,7,3,Yes,42,
7,52,8,6,Yes,46,
5,53,9,5,No,38,
6,76,9,9,Yes,69,
8,93,8,5,No,88,
4,87,7,3,No,70,
7,69,8,1,No,61,
6,78,8,4,No,66,
2,86,7,2,No,63,
8,52,6,2,No,46,
9,97,9,3,Yes,95,
5,55,7,4,Yes,41,
4,83,4,1,No,62,
6,46,4,5,Yes,31,
8,87,4,5,Yes,81,
3,94,4,7,No,76,
1,94,5,1,Yes,70,
4,66,6,7,No,51,
4,84,5,7,No,69,
1,94,8,3,No,69,
9,74,8,6,No,71,
3,54,7,6,Yes,34,
5,67,4,0,Yes,51,
6,74,7,0,No,60,
8,46,8,7,Yes,43,
6,89,4,0,No,74,
3,85,9,2,No,62,
6,89,6,5,Yes,80,
1,90,8,7,Yes,67,
4,85,9,4,No,65,
6,59,7,4,Yes,47,
7,71,9,3,No,63,
3,77,7,3,No,57,
9,79,8,6,Yes,82,
7,71,5,5,No,60,
1,65,6,7,Yes,38,
2,97,9,5,No,78,
1,78,9,9,No,54,
9,59,8,6,No,59,
9,57,8,9,No,55,
7,89,7,9,No,84,
3,54,4,4,Yes,32,
5,91,4,5,No,75,
4,61,4,0,Yes,40,
7,90,7,2,Yes,85,
9,61,4,7,Yes,56,
2,92,8,2,No,67,
8,60,5,0,Yes,56,
9,41,5,2,Yes,38,
9,79,5,3,Yes,79,
7,92,4,7,No,81,
9,82,5,8,No,80,
9,57,9,3,No,57,
3,62,4,6,No,38,
4,52,9,0,Yes,36,
2,80,8,8,No,58,
3,48,9,3,Yes,28,
5,88,8,8,No,74,
5,46,7,2,Yes,32,
6,80,7,4,No,68,
7,93,9,0,No,83,
7,40,6,2,No,33,
1,41,8,4,No,15,
2,43,4,5,Yes,16,
9,53,6,7,No,48,
2,71,8,0,No,45,
6,75,4,2,No,60,
1,41,8,0,Yes,16,
3,79,8,4,No,61,
2,89,4,7,No,67,
3,90,8,3,Yes,70,
5,53,8,8,Yes,40,
6,59,8,5,Yes,49,
9,64,7,5,No,63,
4,81,5,4,Yes,63,
7,88,8,9,No,82,
6,47,4,4,Yes,33,
2,67,9,6,No,41,
8,85,8,7,Yes,83,
7,60,7,6,Yes,53,
7,62,7,0,Yes,53,
8,71,9,0,No,66,
1,47,8,9,Yes,25,
1,70,6,5,No,44,
8,76,9,2,Yes,66,
4,55,5,8,Yes,34,
5,79,4,6,Yes,67,
8,81,4,1,No,74,
5,66,4,2,No,52,
4,79,4,7,No,64,
6,80,7,0,Yes,71,
5,57,5,4,No,39,
7,74,8,9,No,66,
7,88,8,0,Yes,78,
4,91,6,8,Yes,75,
5,54,8,6,No,37,
3,92,5,4,No,71,
4,66,8,5,Yes,47,
4,56,7,2,No,37,
3,79,9,2,Yes,63,
5,41,8,6,Yes,26,
5,88,4,6,No,71,
7,89,4,6,No,80,
4,70,9,1,Yes,54,
4,76,4,1,No,57,
9,80,4,4,Yes,75,
6,80,7,3,No,67,
4,73,7,6,Yes,57,
2,73,7,2,No,52,
6,90,8,4,No,78,
2,94,9,1,Yes,72,
5,98,4,0,No,78,
6,42,6,8,Yes,30,
4,56,9,3,No,40,
3,53,6,7,No,35,
7,53,4,6,No,41,
2,85,5,0,No,61,
6,77,9,9,Yes,69,
4,74,8,6,Yes,55,
6,40,6,1,No,24,
4,87,9,2,Yes,72,
4,68,9,0,Yes,52,
4,43,7,6,No,26,
9,72,5,2,Yes,66,
7,56,7,5,Yes,45,
3,67,5,6,No,47,
3,89,5,2,No,68,
6,65,8,1,No,49,
6,47,9,8,No,37,
4,73,7,8,Yes,61,
9,98,7,6,No,97,
4,57,6,4,Yes,38,
9,70,9,3,Yes,69,
4,98,4,3,No,79,
2,66,4,0,Yes,45,
2,55,6,3,Yes,29,
5,97,5,6,Yes,86,
4,49,6,4,No,29,
7,79,6,8,Yes,72,
5,51,7,3,No,37,
6,61,6,2,No,51,
4,55,5,5,Yes,39,
2,51,4,3,Yes,24,
9,50,8,1,No,47,
7,59,9,4,No,52,
4,90,6,3,No,75,
3,40,9,4,No,18,
3,66,6,8,No,44,
9,42,9,3,Yes,37,
5,51,7,5,No,37,
3,69,7,3,Yes,50,
5,48,9,0,No,34,
2,92,6,1,Yes,68,
4,93,6,5,No,76,
2,76,5,7,Yes,53,
2,40,4,8,Yes,16,
8,81,4,3,No,70,
1,88,8,5,Yes,62,
7,43,4,2,No,33,
5,54,8,8,No,40,
8,90,7,7,Yes,85,
1,66,8,0,Yes,43,
7,47,8,1,No,40,
5,99,4,9,No,83,
4,99,6,8,No,86,
7,62,7,9,Yes,54,
2,54,5,2,Yes,32,
1,66,8,2,No,40,
1,70,8,9,Yes,45,
1,78,9,8,Yes,56,
5,86,8,2,Yes,71,
7,47,6,9,No,38,
2,69,5,4,No,45,
8,97,9,5,Yes,93,
4,94,4,2,Yes,73,
3,81,7,9,No,63,
8,57,6,7,Yes,54,
2,43,5,1,No,18,
3,86,7,5,No,65,
3,82,4,1,No,64,
1,61,7,8,No,35,
6,42,9,5,No,31,
2,54,8,8,No,26,
1,74,8,3,No,46,
2,86,6,2,Yes,65,
6,77,7,1,No,72,
4,72,8,7,Yes,59,
6,53,6,3,Yes,39,
9,87,6,1,Yes,85,
8,40,9,8,No,35,
1,92,6,7,Yes,67,
8,88,4,4,No,78,
9,65,8,7,No,64,
6,47,8,4,Yes,34,
5,89,5,6,Yes,70,
6,55,4,4,Yes,42,
6,77,8,4,Yes,61,
9,49,9,3,No,45,
4,81,8,4,Yes,66,
2,76,5,6,Yes,56,
9,65,7,2,Yes,63,
2,67,7,3,Yes,44,
9,51,4,7,Yes,46,
2,59,6,5,No,34,
8,88,5,7,No,85,
9,53,5,1,No,46,
9,85,8,8,Yes,84,
9,74,9,6,Yes,74,
2,68,8,4,No,41,
4,51,9,6,No,30,
7,91,5,1,No,82,
2,57,6,3,No,30,
1,83,7,6,Yes,59,
3,41,4,1,Yes,17,
4,41,9,7,Yes,26,
8,98,7,9,No,94,
6,56,4,9,No,46,
2,49,6,4,No,26,
9,57,5,4,Yes,54,
2,61,6,7,Yes,42,
5,58,9,0,No,42,
4,97,5,5,Yes,80,
7,92,8,1,No,85,
8,40,4,0,No,26,
5,63,8,6,No,52,
5,75,5,3,Yes,60,
2,64,4,0,No,40,
8,75,4,9,No,68,
2,70,8,5,Yes,49,
6,70,4,9,No,59,
8,41,5,5,No,32,
6,58,9,2,Yes,47,
4,92,9,5,No,77,
4,51,5,9,No,36,
6,49,8,8,No,38,
4,70,6,5,Yes,50,
8,84,5,0,No,77,
9,61,9,9,No,59,
1,62,5,5,No,37,
4,91,4,7,Yes,72,
4,62,4,6,Yes,41,
2,54,5,7,Yes,34,
6,65,8,7,No,54,
3,42,6,8,Yes,21,
7,62,4,2,No,50,
5,59,9,6,Yes,49,
4,84,4,5,Yes,71,
5,79,9,1,Yes,64,
8,96,6,4,Yes,90,
3,78,4,2,No,57,
7,95,8,4,Yes,84,
6,47,9,8,No,36,
1,57,4,7,No,34,
7,80,4,8,No,70,
7,45,5,8,Yes,39,
1,66,8,7,Yes,42,
9,75,8,7,No,69,
6,54,5,5,Yes,44,
2,76,9,5,No,54,
5,97,7,5,Yes,87,
4,44,6,9,Yes,28,
7,78,8,5,No,70,
8,48,7,8,Yes,44,
1,46,9,9,No,23,
5,80,6,0,No,61,
3,59,8,9,Yes,43,
1,49,4,5,Yes,22,
3,65,8,7,Yes,47,
6,43,6,0,No,31,
7,77,7,5,Yes,71,
8,63,4,8,Yes,59,
4,53,6,5,Yes,37,
3,80,9,1,Yes,58,
5,40,6,0,No,24,
9,56,8,3,Yes,52,
6,84,9,5,No,74,
9,63,5,9,Yes,60,
6,66,5,9,Yes,59,
2,46,4,8,Yes,20,
5,48,6,4,No,33,
9,82,7,6,No,80,
8,74,4,5,Yes,67,
7,97,9,5,No,90,
1,51,4,8,No,29,
4,60,8,4,Yes,44,
7,42,9,1,Yes,37,
7,54,7,7,Yes,45,
6,60,6,2,Yes,50,
8,49,9,8,Yes,44,
6,72,6,4,Yes,59,
3,85,6,0,No,60,
4,98,4,3,Yes,78,
3,91,8,8,Yes,73,
1,45,4,0,Yes,20,
5,41,5,7,Yes,26,
1,68,5,7,No,42,
1,94,6,8,No,71,
2,79,8,8,No,57,
4,72,9,5,Yes,55,
6,43,6,4,Yes,29,
8,98,9,6,No,96,
3,43,6,8,No,23,
1,68,4,4,Yes,42,
3,76,6,2,Yes,54,
3,99,6,8,Yes,83,
5,99,8,9,Yes,91,
4,59,8,0,Yes,42,
4,80,9,0,No,65,
9,62,8,9,Yes,60,
7,84,6,3,No,77,
4,57,8,1,Yes,41,
3,88,8,6,No,67,
6,64,7,1,No,53,
3,40,7,6,No,21,
6,93,5,7,Yes,82,
9,54,4,7,Yes,52,
6,73,4,2,Yes,60,
4,87,8,8,No,71,
5,59,5,9,No,45,
6,93,5,9,Yes,82,
3,76,9,9,No,57,
8,66,7,5,No,63,
4,61,5,3,No,41,
8,90,6,7,No,84,
3,44,9,3,Yes,24,
7,73,8,3,No,63,
9,78,6,7,Yes,79,
4,42,4,3,No,20,
8,56,7,0,No,50,
3,63,6,5,Yes,43,
7,63,8,7,No,56,
3,42,6,2,Yes,21,
7,84,6,1,Yes,76,
6,46,5,5,Yes,34,
2,64,7,0,Yes,42,
3,95,4,4,Yes,78,
6,42,8,5,Yes,28,
4,54,9,7,Yes,39,
6,68,9,6,No,56,
1,89,8,5,Yes,63,
1,68,4,1,No,38,
3,49,8,7,No,29,
8,71,5,7,No,67,
8,62,9,4,Yes,57,
4,78,9,2,Yes,63,
6,48,6,7,No,38,
8,76,5,4,Yes,68,
7,91,9,2,No,82,
7,79,5,8,No,70,
4,53,5,8,No,32,
9,43,4,6,Yes,43,
6,59,9,7,No,49,
3,67,7,4,Yes,49,
5,53,4,4,No,36,
5,83,4,4,Yes,69,
5,73,5,1,No,57,
8,52,7,2,Yes,47,
9,70,4,7,No,69,
9,72,7,5,Yes,65,
6,91,9,8,Yes,84,
6,78,5,6,Yes,66,
9,67,4,5,No,60,
4,64,7,3,No,44,
6,71,8,6,No,61,
4,48,4,3,Yes,30,
1,67,4,6,Yes,39,
7,97,4,4,No,85,
6,70,7,1,No,58,
9,56,6,6,Yes,53,
7,92,9,7,No,86,
7,62,4,9,Yes,55,
2,52,8,1,Yes,32,
9,94,8,5,Yes,94,
9,49,5,3,No,41,
6,55,6,4,Yes,43,
3,45,6,0,No,25,
1,87,7,5,Yes,64,
4,50,5,7,No,37,
3,97,7,1,No,79,
1,91,5,0,Yes,62,
3,42,9,8,Yes,21,
4,67,6,1,Yes,49,
8,80,9,7,Yes,77,
9,54,7,4,No,50,
3,99,5,1,No,79,
6,52,6,4,No,35,
5,81,6,8,No,66,
6,91,4,5,No,74,
4,95,7,2,Yes,77,
6,84,4,7,Yes,72,
7,56,6,0,No,48,
9,46,7,8,Yes,42,
7,67,7,8,Yes,59,
6,77,9,3,Yes,66,
1,52,8,7,Yes,27,
2,99,5,2,Yes,75,
1,56,8,5,Yes,31,
9,54,8,9,No,51,
9,75,6,9,Yes,74,
7,67,9,7,Yes,63,
2,54,5,8,No,31,
6,85,8,7,No,79,
4,92,8,8,No,77,
1,50,7,3,Yes,26,
1,95,6,9,No,69,
5,70,8,0,Yes,56,
2,43,5,6,No,18,
4,74,4,9,Yes,55,
1,73,4,3,Yes,45,
4,91,6,0,No,74,
6,66,4,2,Yes,56,
4,49,7,6,Yes,34,
1,69,7,2,Yes,44,
7,84,5,0,Yes,73,
2,59,9,6,No,38,
9,68,6,7,No,64,
3,97,6,4,No,75,
8,92,4,5,Yes,84,
8,68,8,2,No,62,
3,62,8,4,No,41,
4,96,9,2,Yes,81,
2,89,8,1,No,66,
4,60,9,6,No,45,
9,87,5,9,No,84,
2,82,6,6,Yes,60,
3,49,4,7,No,26,
4,80,5,0,No,64,
5,51,7,1,No,32,
1,69,7,1,Yes,48,
7,90,7,2,Yes,83,
7,72,9,6,No,62,
9,57,9,6,No,55,
4,53,6,6,No,36,
6,61,7,0,Yes,52,
2,60,9,1,Yes,35,
4,40,9,7,No,21,
2,88,8,8,No,67,
5,82,9,9,Yes,71,
7,91,7,6,Yes,87,
1,99,5,0,No,70,
7,54,7,3,Yes,43,
6,75,8,9,No,69,
6,86,7,7,No,75,
8,93,4,4,Yes,85,
8,61,8,0,No,56,
6,71,6,6,No,55,
3,97,7,5,No,78,
5,85,9,8,No,71,
2,93,5,3,No,68,
5,72,7,3,No,60,
9,97,5,7,No,95,
1,80,4,3,Yes,51,
5,98,6,2,Yes,84,
6,78,9,6,No,68,
7,62,8,4,Yes,54,
9,82,8,8,No,79,
6,94,6,4,No,83,
5,41,4,8,Yes,28,
7,41,4,5,No,31,
1,77,7,5,No,50,
5,94,4,5,Yes,79,
2,90,7,6,Yes,64,
4,68,5,3,Yes,53,
7,91,6,3,Yes,81,
5,85,5,8,Yes,70,
6,99,5,6,Yes,85,
2,42,5,9,No,20,
3,78,5,5,Yes,60,
7,46,8,0,Yes,36,
2,75,4,6,No,49,
6,68,6,5,No,56,
5,94,6,3,Yes,79,
1,76,9,7,No,53,
4,88,5,6,No,70,
2,97,6,7,No,74,
4,75,7,8,No,60,
1,62,6,0,No,32,
2,84,5,2,No,59,
8,55,6,1,No,48,
6,87,4,2,Yes,74,
2,70,5,1,No,46,
6,73,8,5,Yes,63,
9,89,4,8,No,87,
7,40,6,1,No,29,
9,57,8,3,Yes,51,
5,97,9,4,No,81,
7,79,4,4,No,70,
7,82,9,0,Yes,75,
3,95,7,5,No,75,
7,95,4,4,No,85,
1,54,8,5,Yes,28,
9,87,9,3,Yes,84,
6,88,7,5,No,76,
5,56,9,8,Yes,43,
7,83,6,0,No,73,
5,49,5,5,No,33,
5,59,9,0,Yes,45,
7,45,6,6,Yes,38,
7,47,5,3,Yes,39,
3,84,5,5,Yes,67,
3,73,8,6,No,53,
3,71,7,4,Yes,50,
6,90,7,8,Yes,80,
6,93,4,7,No,80,
3,81,6,2,No,60,
3,43,8,0,No,23,
8,83,9,9,No,80,
8,89,6,7,No,83,
7,78,9,3,No,72,
4,59,9,6,No,46,
4,63,9,3,No,45,
3,63,4,6,No,42,
5,94,4,0,Yes,78,
3,65,8,0,Yes,43,
8,64,4,1,No,55,
7,75,8,4,Yes,67,
3,46,4,9,No,28,
9,49,7,5,No,48,
5,97,8,1,No,81,
9,86,7,0,No,84,
7,51,7,8,Yes,41,
7,40,8,6,Yes,31,
6,91,6,7,No,83,
2,89,5,5,Yes,70,
9,64,4,8,Yes,57,
6,55,9,7,No,45,
8,44,4,3,No,37,
1,58,9,4,Yes,33,
5,43,6,1,Yes,28,
1,45,5,0,No,16,
8,65,6,5,No,60,
8,88,5,2,Yes,81,
1,78,8,3,No,54,
9,95,8,0,No,94,
2,94,9,5,No,74,
9,78,7,7,Yes,76,
1,48,7,9,Yes,19,
9,84,9,3,No,83,
4,91,8,9,Yes,73,
9,53,9,7,No,52,
7,87,7,9,Yes,81,
6,94,9,2,Yes,84,
5,48,8,6,Yes,35,
9,54,6,2,No,53,
2,76,4,5,No,55,
2,89,8,3,No,66,
9,92,9,5,Yes,87,
3,59,8,6,No,43,
8,47,8,7,No,39,
9,71,7,5,No,68,
8,86,9,3,No,81,
4,60,7,8,Yes,45,
1,96,9,6,No,75,
4,80,7,8,No,64,
9,58,7,2,Yes,54,
2,68,6,4,No,45,
3,97,8,0,Yes,75,
8,70,6,7,Yes,64,
6,93,7,0,Yes,81,
8,45,6,0,No,39,
7,43,8,6,Yes,38,
5,82,8,7,Yes,72,
9,68,7,2,Yes,67,
4,81,8,1,No,66,
6,42,6,6,Yes,32,
2,40,5,9,Yes,17,
2,83,8,4,Yes,59,
2,94,6,0,No,70,
7,54,6,1,Yes,41,
2,86,6,2,Yes,62,
2,60,8,5,No,38,
9,85,5,0,No,81,
7,97,7,7,No,88,
3,70,7,1,Yes,46,
3,46,8,4,Yes,25,
7,56,8,7,Yes,48,
5,95,4,4,Yes,81,
6,58,9,7,No,49,
8,78,5,5,Yes,72,
9,99,6,6,No,96,
1,42,9,7,Yes,17,
3,69,6,2,Yes,48,
